Date,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Year,Month,DayOfWeek,Cluster,Anomaly,Cluster_DBSCAN
,Unknown,Working Day,No Info,3:38AM,Karachi,24.9918,66.9911,Sindh,Block 13-near Pehlwan Goth roundabout-Gulistan-e-Jauhar,Residence,Low,Closed,None,Military,None,0.0,1.0,0.0,0,1.0,0 Kg,Jinnah Postgraduate Medical Center,27.245,81.041,,,,2,1,0
,Unknown,Working Day,No Info,5:30 AM/5:40 AM,Bannu,32.935,70.6688,KPK,Tochi Scouts headquarters in Bannu,Military,High,Open,None,Military,None,4.0,6.0,18.0,19,1.0,500 kg,CMH Bannu,7.28,45.104,,,,2,1,-1
,Unknown,Working Day,No Info,1:00 PM,Gujrat,32.5737,74.0786,Punjab,Gorali village-4 km from Gujrat,Park/Ground,Low,Open,None,Civilian,None,0.0,2.0,0.0,0,1.0,0 Kg,Unknown,10.935,51.683,,,,2,1,-1
,Unknown,Working Day,No Info,2:00 PM,Peshawar,34.0043,71.5448,KPK,trade center on arbab road in university town,Market,Low,Closed,None,Civilian,None,0.0,2.0,19.0,28,1.0,5-6kg,Khyber teaching Hospital,12.07,53.726,,,,2,1,-1
,Unknown,Working Day,No Info,2:15 PM,Khyber Agency,34.0211,71.2874,FATA,landikotal town,Market,Low,open,None,Civilian,None,0.0,3.0,7.0,9,1.0,0 Kg,Unknown,11.285,52.313,,,,2,1,-1
,Unknown,Working Day,No Info,2:00 PM,D.I Khan,31.8238,70.9095,KPK,District police officer's office,Police,High,Open,None,Police,None,4.0,8.0,7.0,10,3.0,0 Kg,District Headquarters Hospital,6.71,44.078,,,,2,1,-1
,Unknown,Working Day,No Info,4:00 PM,Peshawar,34.0043,71.5448,KPK,Pakha Ghullam area,Residence,Low,Open,None,Anti-Militants,None,3.0,4.0,7.0,8,1.0,3kg,Lady Reading Hospital,11.325,52.385,,,,2,1,-1
,Unknown,Working Day,No Info,2:00 PM,Kuram Agency ,32.9746,70.1456,FATA,Parachinar Outside Shia Mousque,Market,Low,Open,None,Civilian,Shiite,21.0,28.0,0.0,36,1.0,0 Kg,Agency Headquarter Hospital,0.04,32.072,,,,2,1,-1
,Unknown,Working Day,No Info,Unknown,Upper Dir,35.1977,71.8749,FATA,Dir Town in Northwestren Districk of Upperdir near Afghan Boarder,Market,Low,Open,None,Civilian,None,1.0,1.0,3.0,3,1.0,0 Kg,Unknown,4.985,40.973,,,,2,1,-1
,Unknown,Working Day,No Info,Unknown,Peshawar,34.0043,71.5448,KPK,C-Division Police Station (Kotwali police Stataion),Police,High,Closed,None,Police,None,0.0,4.0,0.0,6,3.0,0 Kg,Unknown,9.905,49.829,,,,2,1,5
,Unknown,Holiday,Weekend,Unknown,Peshawar,34.0043,71.5448,KPK,Shabqadar town 35KM northeast of Peshawar,Mobile,High,Open,None,Government Official,None,0.0,1.0,0.0,6,1.0,6kg,Lady Reading Hospital (LRH),16.955,62.519,,,,2,1,5
